TRAIN_ID,HEADCODE,SERVICE_GROUP,ORIGIN_DEP_TIME,ROUTE_START,ROUTE_END
Y41630,2C42,EF10,23:11,CRDFCEN,BRSTLTM
Y41640,2C51,EF10,17:35,SVRNBCH,EXETRSD
Y41662,2C71,EF10,10:00,CRDFCEN,TAUNTON
Y41665,2C73,EF10,10:57,CRDFCEN,EXETRSD
Y41668,2C75,EF10,12:00,CRDFCEN,EXETRSD
Y41671,2C77,EF10,13:00,CRDFCEN,EXETRSD
Y41674,2C79,EF10,14:00,CRDFCEN,EXETRSD
Y41677,2C81,EF10,15:00,CRDFCEN,EXETRSD
Y41680,2C83,EF10,16:00,CRDFCEN,TAUNTON
Y41683,2C85,EF10,17:00,CRDFCEN,TAUNTON
Y41686,2C87,EF10,18:00,CRDFCEN,TAUNTON
Y41689,2C89,EF10,19:00,CRDFCEN,TAUNTON
Y41692,2C91,EF10,20:00,CRDFCEN,TAUNTON
Y41704,2C98,EF13,16:48,BRSTLTM,CCARY
Y41718,2E09,EF11,10:21,EXMOUTH,EXETRSD
Y41728,2E17,EF12,13:49,PENZNCE,EXETRSD
Y41729,2E18,EF11,13:24,EXMOUTH,EXETRSD
Y41734,2E22,EF11,15:24,EXMOUTH,EXETRSD
Y41736,2E26,EF11,17:24,EXMOUTH,EXETRSD
Y41737,2E27,EF11,18:25,EXMOUTH,EXETRSD
Y41746,2E36,EF10,10:38,BRSTLTM,GLOSTER
Y41747,2E36,EF11,22:30,EXMOUTH,EXETRSD
Y41752,2E38,EF10,11:39,BRSTLTM,WORCSFS
Y41756,2E40,EF10,12:39,BRSTLTM,GLOSTER
Y41761,2E42,EF10,13:39,BRSTLTM,WORCSFS
Y41762,2E42,EF11,23:35,EXMOUTH,EXETRSD
Y41763,2E43,EF11,20:36,BRNSTPL,EXETRSD
Y41767,2E46,EF10,15:38,BRSTLTM,WORCSFS
Y41770,2E48,EF10,16:39,BRSTLTM,GLOSTER
Y41773,2E50,EF10,17:39,BRSTLTM,WORCSFS
Y41778,2E52,EF10,18:38,BRSTLTM,GLOSTER
Y41782,2E54,EF10,19:38,BRSTLTM,WORCSSH
Y41785,2E56,EF10,20:39,BRSTLTM,GLOSTER
Y41789,2E58,EF10,21:39,BRSTLTM,GLOSTER
Y41793,2E60,EF10,22:42,BRSTLTM,GLOSTER
Y41846,2F01,EF11,08:17,EXETRSD,EXMOUTH
Y41851,2F03,EF11,09:15,EXETRSD,EXMOUTH
Y41854,2F04,EF11,09:50,EXETRSD,EXMOUTH
Y41857,2F05,EF11,09:15,PAIGNTN,EXMOUTH
Y41863,2F07,EF11,11:15,EXETRSD,EXMOUTH
Y41866,2F08,EF11,10:57,PAIGNTN,EXMOUTH
Y41869,2F09,EF11,12:16,EXETRSD,EXMOUTH
Y41872,2F10,EF11,11:55,PAIGNTN,EXMOUTH
Y41874,2C65,EF10,07:54,BRSTLTM,PLYMTH
Y80235,2F11,EF13,11:10,WSTBRYW,FROME
Y80236,2F11,EF11,13:13,EXETRSD,EXMOUTH
Y80240,2F12,EF11,12:55,PAIGNTN,EXMOUTH
Y80243,2F13,EF11,14:15,EXETRSD,EXMOUTH
Y80247,2F14,EF11,13:55,PAIGNTN,EXMOUTH
Y80250,2F15,EF11,14:16,PAIGNTN,EXMOUTH
Y80253,2F16,EF11,14:40,PAIGNTN,EXMOUTH
Y80256,2F17,EF11,16:16,EXETRSD,EXMOUTH
Y80259,2F18,EF11,15:55,PAIGNTN,EXMOUTH
Y80262,2F19,EF11,16:16,PAIGNTN,EXMOUTH
Y80265,2F20,EF11,16:40,PAIGNTN,EXMOUTH
Y80268,2F21,EF11,18:16,EXETRSD,EXMOUTH
Y80271,2F22,EF11,17:55,PAIGNTN,EXMOUTH
Y80276,2F24,EF11,18:55,PAIGNTN,EXMOUTH
Y80281,2F26,EF11,19:45,PAIGNTN,EXMOUTH
Y80286,2F28,EF11,20:55,PAIGNTN,EXMOUTH
Y80289,2F29,EF11,22:01,PAIGNTN,EXMOUTH
Y80328,2F74,EF12,10:55,TRURO,FALMTHD
Y80348,2F82,EF12,15:00,TRURO,FALMTHD
Y80379,2F95,EF12,22:04,TRURO,FALMTHD
Y80525,2G71,EF12,09:03,PLYMTH,GUNISLK
Y80527,2G72,EF12,10:11,GUNISLK,PLYMTH
Y80529,2G73,EF12,11:10,PLYMTH,GUNISLK
Y80532,2G74,EF12,12:10,GUNISLK,PLYMTH
Y80535,2G75,EF12,13:20,PLYMTH,GUNISLK
Y80538,2G76,EF12,14:11,GUNISLK,PLYMTH
Y80541,2G77,EF12,15:20,PLYMTH,GUNISLK
Y80544,2G78,EF12,16:11,GUNISLK,PLYMTH
Y80548,2G79,EF12,17:44,PLYMTH,GUNISLK
Y80551,2G80,EF12,18:35,GUNISLK,PLYMTH
Y80570,2G90,EF03,23:13,SDON,CHLTNHM
Y80595,2H18,EF08,08:10,TWYFORD,HNLYOT
Y80598,2H19,EF08,08:30,HNLYOT,TWYFORD
Y80601,2H20,EF08,08:45,TWYFORD,HNLYOT
Y80604,2H21,EF08,09:00,HNLYOT,TWYFORD
Y80607,2H22,EF08,09:15,TWYFORD,HNLYOT
Y80610,2H23,EF08,09:30,HNLYOT,TWYFORD
Y80613,2H24,EF08,09:45,TWYFORD,HNLYOT
Y80616,2H25,EF08,10:00,HNLYOT,TWYFORD
Y80619,2H26,EF08,10:15,TWYFORD,HNLYOT
Y80622,2H27,EF08,10:30,HNLYOT,TWYFORD
Y80625,2H28,EF08,10:45,TWYFORD,HNLYOT
Y80628,2H29,EF08,11:00,HNLYOT,TWYFORD
Y80631,2H30,EF08,11:15,TWYFORD,HNLYOT
Y80634,2H31,EF08,11:30,HNLYOT,TWYFORD
Y80637,2H32,EF08,11:45,TWYFORD,HNLYOT
Y80640,2H33,EF08,12:00,HNLYOT,TWYFORD
Y80643,2H34,EF08,12:15,TWYFORD,HNLYOT
Y80646,2H35,EF08,12:30,HNLYOT,TWYFORD
Y80649,2H36,EF08,12:45,TWYFORD,HNLYOT
Y80652,2H37,EF08,13:00,HNLYOT,TWYFORD
Y80655,2H38,EF08,13:15,TWYFORD,HNLYOT
Y80658,2H39,EF08,13:30,HNLYOT,TWYFORD
Y80661,2H40,EF08,13:45,TWYFORD,HNLYOT
Y80664,2H41,EF08,14:00,HNLYOT,TWYFORD
Y80667,2H42,EF08,14:15,TWYFORD,HNLYOT
Y80670,2H43,EF08,14:30,HNLYOT,TWYFORD
Y80673,2H44,EF08,14:45,TWYFORD,HNLYOT
Y80676,2H45,EF08,15:00,HNLYOT,TWYFORD
Y80679,2H46,EF08,15:15,TWYFORD,HNLYOT
Y80682,2H47,EF08,15:30,HNLYOT,TWYFORD
Y80685,2H48,EF08,15:45,TWYFORD,HNLYOT
Y80688,2H49,EF08,16:00,HNLYOT,TWYFORD
Y80691,2H50,EF08,16:15,TWYFORD,HNLYOT
Y80695,2H51,EF08,16:30,HNLYOT,TWYFORD
Y80698,2H52,EF08,16:45,TWYFORD,HNLYOT
Y80702,2H53,EF08,17:00,HNLYOT,TWYFORD
Y80705,2H54,EF08,17:15,TWYFORD,HNLYOT
Y80708,2H55,EF08,17:30,HNLYOT,TWYFORD
Y80713,2H56,EF08,17:45,TWYFORD,HNLYOT
Y80718,2H57,EF08,18:00,HNLYOT,TWYFORD
Y80723,2H58,EF08,18:15,TWYFORD,HNLYOT
Y80728,2H59,EF08,18:30,HNLYOT,TWYFORD
